1659518794.915506 2022-08-03 11:26:34,915 MainProcess-221120 MainThread-140308941870912 synthetic_client:27 <module> INFO: SYNTHETIC init_client
1659518887.960822 2022-08-03 11:28:07,960 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3811 result_start
1659518887.961098 2022-08-03 11:28:07,961 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3811 result_retrieved
1659518887.961222 2022-08-03 11:28:07,961 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3811 start 1659518865.7926757
1659518887.961354 2022-08-03 11:28:07,961 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3811 end 1659518865.792677
1659518887.961442 2022-08-03 11:28:07,961 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3811 0
1659518887.961519 2022-08-03 11:28:07,961 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3811 ca80c48e-abbb-4d32-aaf1-e36a4238c113
1659518888.070034 2022-08-03 11:28:08,070 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "41b39457-860e-4303-9d28-fba800655d...35", "exception": null}' [197 bytes]
1659518888.071426 2022-08-03 11:28:08,071 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3812 result_start
1659518888.071647 2022-08-03 11:28:08,071 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3812 result_retrieved
1659518888.071700 2022-08-03 11:28:08,071 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3812 start 1659518865.910915
1659518888.071735 2022-08-03 11:28:08,071 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3812 end 1659518865.9109154
1659518888.071763 2022-08-03 11:28:08,071 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3812 0
1659518888.071791 2022-08-03 11:28:08,071 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3812 41b39457-860e-4303-9d28-fba800655dd3
1659518888.196800 2022-08-03 11:28:08,196 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "232e777c-7e17-4df1-bb2d-19b08a23d6...46", "exception": null}' [197 bytes]
1659518888.198313 2022-08-03 11:28:08,198 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3813 result_start
1659518888.198613 2022-08-03 11:28:08,198 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3813 result_retrieved
1659518888.198809 2022-08-03 11:28:08,198 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3813 start 1659518866.0146465
1659518888.198918 2022-08-03 11:28:08,198 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3813 end 1659518866.0146468
1659518888.199000 2022-08-03 11:28:08,199 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3813 0
1659518888.199076 2022-08-03 11:28:08,199 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3813 232e777c-7e17-4df1-bb2d-19b08a23d64f
1659518888.302870 2022-08-03 11:28:08,302 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "e142f4fa-9630-44ab-abc9-71961b7fae...62", "exception": null}' [196 bytes]
1659518888.304276 2022-08-03 11:28:08,304 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3814 result_start
1659518888.304567 2022-08-03 11:28:08,304 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3814 result_retrieved
1659518888.304833 2022-08-03 11:28:08,304 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3814 start 1659518866.118592
1659518888.305010 2022-08-03 11:28:08,305 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3814 end 1659518866.1185925
1659518888.305117 2022-08-03 11:28:08,305 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3814 0
1659518888.305299 2022-08-03 11:28:08,305 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3814 e142f4fa-9630-44ab-abc9-71961b7faec6
1659518888.425960 2022-08-03 11:28:08,425 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "4e894ef2-d91e-4d5e-89ff-6db0584e3b...56", "exception": null}' [197 bytes]
1659518888.427649 2022-08-03 11:28:08,427 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3815 result_start
1659518888.427881 2022-08-03 11:28:08,427 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3815 result_retrieved
1659518888.427988 2022-08-03 11:28:08,427 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3815 start 1659518866.2350268
1659518888.428066 2022-08-03 11:28:08,428 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3815 end 1659518866.2350276
1659518888.428133 2022-08-03 11:28:08,428 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3815 0
1659518888.428200 2022-08-03 11:28:08,428 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3815 4e894ef2-d91e-4d5e-89ff-6db0584e3b0e
1659518888.537642 2022-08-03 11:28:08,537 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "72964054-c398-4dc3-9d2d-e18e1855f7...98", "exception": null}' [197 bytes]
1659518888.539149 2022-08-03 11:28:08,539 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3816 result_start
1659518888.539430 2022-08-03 11:28:08,539 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3816 result_retrieved
1659518888.539526 2022-08-03 11:28:08,539 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3816 start 1659518866.3411014
1659518888.539600 2022-08-03 11:28:08,539 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3816 end 1659518866.3411021
1659518888.539664 2022-08-03 11:28:08,539 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3816 0
1659518888.539726 2022-08-03 11:28:08,539 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3816 72964054-c398-4dc3-9d2d-e18e1855f783
1659518888.659291 2022-08-03 11:28:08,659 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "c57d3fc9-c9eb-42b7-a394-709aee8338...89", "exception": null}' [197 bytes]
1659518888.660798 2022-08-03 11:28:08,660 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3817 result_start
1659518888.661052 2022-08-03 11:28:08,661 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3817 result_retrieved
1659518888.661136 2022-08-03 11:28:08,661 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3817 start 1659518866.4477448
1659518888.661201 2022-08-03 11:28:08,661 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3817 end 1659518866.447745
1659518888.661255 2022-08-03 11:28:08,661 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3817 0
1659518888.661317 2022-08-03 11:28:08,661 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3817 c57d3fc9-c9eb-42b7-a394-709aee8338c5
1659518888.786045 2022-08-03 11:28:08,786 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "01c1c082-625d-4da8-b1ad-ce6b591bda...64", "exception": null}' [197 bytes]
1659518888.787624 2022-08-03 11:28:08,787 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3818 result_start
1659518888.787865 2022-08-03 11:28:08,787 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3818 result_retrieved
1659518888.787986 2022-08-03 11:28:08,787 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3818 start 1659518866.5500293
1659518888.788078 2022-08-03 11:28:08,788 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3818 end 1659518866.5500295
1659518888.788158 2022-08-03 11:28:08,788 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3818 0
1659518888.788232 2022-08-03 11:28:08,788 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3818 01c1c082-625d-4da8-b1ad-ce6b591bda49
1659518888.899213 2022-08-03 11:28:08,899 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "764a3d06-df04-4086-969f-8ea2f06b18...69", "exception": null}' [196 bytes]
1659518888.900371 2022-08-03 11:28:08,900 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3819 result_start
1659518888.900530 2022-08-03 11:28:08,900 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3819 result_retrieved
1659518888.900595 2022-08-03 11:28:08,900 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3819 start 1659518866.6650114
1659518888.900652 2022-08-03 11:28:08,900 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3819 end 1659518866.665012
1659518888.900704 2022-08-03 11:28:08,900 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3819 0
1659518888.900754 2022-08-03 11:28:08,900 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3819 764a3d06-df04-4086-969f-8ea2f06b1884
1659518889.010478 2022-08-03 11:28:09,010 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "d7b328e6-a46c-4d08-a6f0-43fd6b448f...54", "exception": null}' [197 bytes]
1659518889.011607 2022-08-03 11:28:09,011 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3820 result_start
1659518889.011933 2022-08-03 11:28:09,011 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3820 result_retrieved
1659518889.012157 2022-08-03 11:28:09,012 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3820 start 1659518866.7685814
1659518889.012321 2022-08-03 11:28:09,012 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3820 end 1659518866.7685823
1659518889.012471 2022-08-03 11:28:09,012 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3820 0
1659518889.012621 2022-08-03 11:28:09,012 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3820 d7b328e6-a46c-4d08-a6f0-43fd6b448fa9
1659518889.127625 2022-08-03 11:28:09,127 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "9f94f25e-261c-49f4-b50b-6a32e779a1...74", "exception": null}' [197 bytes]
1659518889.129254 2022-08-03 11:28:09,129 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3821 result_start
1659518889.129518 2022-08-03 11:28:09,129 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3821 result_retrieved
1659518889.129713 2022-08-03 11:28:09,129 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3821 start 1659518866.8697603
1659518889.129823 2022-08-03 11:28:09,129 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3821 end 1659518866.8697608
1659518889.129905 2022-08-03 11:28:09,129 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3821 0
1659518889.129992 2022-08-03 11:28:09,129 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3821 9f94f25e-261c-49f4-b50b-6a32e779a10b
1659518889.247003 2022-08-03 11:28:09,247 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "5502fc93-879d-47fe-ab52-43f0048e2e...97", "exception": null}' [197 bytes]
1659518889.248762 2022-08-03 11:28:09,248 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3822 result_start
1659518889.249026 2022-08-03 11:28:09,249 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3822 result_retrieved
1659518889.249152 2022-08-03 11:28:09,249 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3822 start 1659518866.985534
1659518889.249248 2022-08-03 11:28:09,249 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3822 end 1659518866.9855347
1659518889.249331 2022-08-03 11:28:09,249 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3822 0
1659518889.249407 2022-08-03 11:28:09,249 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3822 5502fc93-879d-47fe-ab52-43f0048e2ee8
1659518889.393675 2022-08-03 11:28:09,393 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "99f4c748-2f67-4065-bd6b-9fd5876048...66", "exception": null}' [197 bytes]
1659518889.395121 2022-08-03 11:28:09,395 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3823 result_start
1659518889.395516 2022-08-03 11:28:09,395 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3823 result_retrieved
1659518889.395723 2022-08-03 11:28:09,395 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3823 start 1659518867.0897462
1659518889.395884 2022-08-03 11:28:09,395 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3823 end 1659518867.0897467
1659518889.396029 2022-08-03 11:28:09,396 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3823 0
1659518889.396172 2022-08-03 11:28:09,396 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3823 99f4c748-2f67-4065-bd6b-9fd5876048f0
1659518889.504022 2022-08-03 11:28:09,504 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "d7c9bce8-5d4d-467b-a2e1-dd3db73643...97", "exception": null}' [197 bytes]
1659518889.506013 2022-08-03 11:28:09,506 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3824 result_start
1659518889.506190 2022-08-03 11:28:09,506 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3824 result_retrieved
1659518889.506273 2022-08-03 11:28:09,506 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3824 start 1659518867.2032614
1659518889.506338 2022-08-03 11:28:09,506 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3824 end 1659518867.2032616
1659518889.506392 2022-08-03 11:28:09,506 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3824 0
1659518889.506444 2022-08-03 11:28:09,506 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3824 d7c9bce8-5d4d-467b-a2e1-dd3db73643d2
1659518889.608064 2022-08-03 11:28:09,608 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "c544b8d9-e54c-4890-ae8c-18a8853d5e...11", "exception": null}' [196 bytes]
1659518889.609398 2022-08-03 11:28:09,609 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3825 result_start
1659518889.609624 2022-08-03 11:28:09,609 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3825 result_retrieved
1659518889.609747 2022-08-03 11:28:09,609 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3825 start 1659518867.3064137
1659518889.609881 2022-08-03 11:28:09,609 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3825 end 1659518867.3064144
1659518889.610046 2022-08-03 11:28:09,610 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3825 0
1659518889.610204 2022-08-03 11:28:09,610 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3825 c544b8d9-e54c-4890-ae8c-18a8853d5ea5
1659518889.724091 2022-08-03 11:28:09,724 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "16e6e08c-e794-410e-aa41-60d438765f...27", "exception": null}' [197 bytes]
1659518889.725831 2022-08-03 11:28:09,725 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3826 result_start
1659518889.726027 2022-08-03 11:28:09,726 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3826 result_retrieved
1659518889.726146 2022-08-03 11:28:09,726 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3826 start 1659518867.419013
1659518889.726266 2022-08-03 11:28:09,726 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3826 end 1659518867.419014
